geo,year,EULaborMarket-TotalEmployment__total_employment_pct_diff
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
BE1,2022,6.140350877192982
